Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SC0,28/05/2023,15:00,Kilmarnock,Ross County,3,1,H,1,0,H,K Clancy,10,7,4,1,8,15,5,3,4,1,0,30.12
SC0,28/05/2023,15:00,Motherwell,Dundee United,3,2,H,1,1,D,S McLean,23,10,6,7,17,6,9,0,2,0,0,30.12
SC0,28/05/2023,15:00,St Johnstone,Livingston,2,0,H,1,0,H,G Grainger,9,9,3,4,9,11,4,2,0,3,0,30.12
SC0,27/05/2023,12:30,Celtic,Aberdeen,5,0,H,2,0,H,A Muir,20,0,8,0,9,8,10,2,1,2,0,30.12
SC0,27/05/2023,12:30,Hearts,Hibernian,1,1,D,1,1,D,D Robertson,3,17,1,6,12,15,4,9,3,5,1,30.12
SC0,27/05/2023,12:30,St Mirren,Rangers,0,3,A,0,1,A,M MacDermid,8,9,1,3,10,11,5,3,2,1,0,30.12
SC0,24/05/2023,19:45,Aberdeen,St Mirren,3,0,H,2,0,H,D Robertson,15,6,6,4,13,14,2,2,0,1,0,31.12
SC0,24/05/2023,19:45,Dundee United,Kilmarnock,0,3,A,0,2,A,A Muir,10,11,2,4,15,16,3,5,1,1,0,30.12
SC0,24/05/2023,19:45,Hibernian,Celtic,4,2,H,0,1,A,K Clancy,15,18,8,4,10,7,8,10,2,1,0,31.12
SC0,24/05/2023,19:45,Livingston,Motherwell,1,1,D,0,1,A,C Graham,8,6,2,1,7,12,1,11,2,1,1,30.12
SC0,24/05/2023,19:45,Rangers,Hearts,2,2,D,1,1,D,J Beaton,19,8,8,3,10,13,9,2,3,4,0,30.12
SC0,24/05/2023,19:45,Ross County,St Johnstone,3,3,D,0,1,A,N Walsh,14,11,8,5,15,15,6,4,2,0,0,30.12
SC0,21/05/2023,12:00,Hibernian,Rangers,1,3,A,0,1,A,A Muir,14,20,2,7,17,13,7,5,2,1,0,30.12
SC0,20/05/2023,12:30,Hearts,Aberdeen,2,1,H,1,1,D,K Clancy,30,9,8,4,6,15,5,2,1,4,0,30.12
SC0,20/05/2023,15:00,Celtic,St Mirren,2,2,D,1,2,A,D Munro,21,10,6,2,4,9,14,2,0,0,0,30.12
SC0,20/05/2023,15:00,Kilmarnock,St Johnstone,0,1,A,0,1,A,J Beaton,10,17,1,7,10,11,3,8,1,3,1,30.12
SC0,20/05/2023,15:00,Livingston,Dundee United,2,1,H,1,1,D,D Robertson,14,17,7,4,16,11,1,12,2,1,0,31.12
SC0,20/05/2023,15:00,Motherwell,Ross County,1,0,H,0,0,D,E Anderson,16,6,6,1,15,14,4,4,3,0,0,31.12
SC0,13/05/2023,12:30,Rangers,Celtic,3,0,H,2,0,H,S McLean,16,8,8,1,15,4,5,5,1,1,0,30.12
SC0,13/05/2023,15:00,Aberdeen,Hibernian,0,0,D,0,0,D,N Walsh,8,17,2,5,10,17,3,8,2,5,0,30.12
SC0,13/05/2023,15:00,Dundee United,Ross County,1,3,A,1,1,D,J Beaton,16,10,7,8,12,16,6,5,2,5,0,30.12
SC0,13/05/2023,15:00,Kilmarnock,Livingston,2,0,H,0,0,D,D Munro,11,7,6,2,17,17,2,5,1,3,0,30.12
SC0,13/05/2023,15:00,St Johnstone,Motherwell,0,2,A,0,0,D,G Irvine,11,8,1,4,8,14,6,4,0,1,0,30.12
SC0,13/05/2023,15:00,St Mirren,Hearts,2,2,D,2,0,H,D Dickinson,13,11,7,6,19,13,7,4,2,4,0,31.12
SC0,07/05/2023,14:15,Hearts,Celtic,0,2,A,0,0,D,N Walsh,7,12,0,3,9,10,6,5,0,1,1,30.12
SC0,07/05/2023,15:00,Rangers,Aberdeen,1,0,H,0,0,D,J Beaton,19,11,7,4,4,8,12,6,1,2,0,30.12
SC0,06/05/2023,15:00,Hibernian,St Mirren,2,1,H,2,0,H,M MacDermid,13,13,6,4,11,11,3,5,2,1,0,30.12
SC0,06/05/2023,15:00,Motherwell,Kilmarnock,2,0,H,1,0,H,K Clancy,17,8,6,1,15,12,8,1,2,2,0,30.12
SC0,06/05/2023,15:00,Ross County,Livingston,2,0,H,1,0,H,D Dickinson,6,10,2,0,15,7,5,3,2,2,0,31.12
SC0,06/05/2023,15:00,St Johnstone,Dundee United,1,0,H,1,0,H,A Muir,17,12,6,2,15,16,9,2,2,3,0,31.12
SC0,23/04/2023,16:30,Aberdeen,Rangers,2,0,H,0,0,D,N Walsh,11,20,4,3,17,7,3,7,2,1,0,30.12
SC0,22/04/2023,12:30,Hearts,Ross County,6,1,H,4,0,H,D Robertson,30,7,12,1,7,10,8,5,1,3,0,30.12
SC0,22/04/2023,15:00,Celtic,Motherwell,1,1,D,1,0,H,J Beaton,16,6,5,3,7,7,13,3,1,3,0,30.12
SC0,22/04/2023,15:00,Dundee United,Livingston,2,0,H,1,0,H,K Clancy,7,8,3,1,15,10,6,3,3,2,0,30.12
SC0,22/04/2023,15:00,St Johnstone,Hibernian,1,1,D,1,1,D,C Napier,14,6,7,3,11,12,8,1,2,2,0,31.12
SC0,22/04/2023,15:00,St Mirren,Kilmarnock,0,2,A,0,2,A,W Collum,6,16,1,6,12,11,5,1,1,1,1,30.12
SC0,16/04/2023,12:00,Kilmarnock,Celtic,1,4,A,1,4,A,D Dickinson,14,16,5,6,13,15,4,5,0,2,0,30.12
SC0,15/04/2023,12:30,Hibernian,Hearts,1,0,H,0,0,D,J Beaton,11,11,3,4,14,8,5,7,6,4,0,30.12
SC0,15/04/2023,15:00,Livingston,St Johnstone,2,0,H,2,0,H,D Munro,12,11,5,2,19,16,2,3,2,1,0,30.12
SC0,15/04/2023,15:00,Motherwell,Dundee United,1,2,A,1,0,H,N Walsh,22,10,8,6,11,9,6,6,3,4,0,30.12
SC0,15/04/2023,15:00,Rangers,St Mirren,5,2,H,1,1,D,S McLean,23,5,11,4,9,14,6,4,2,1,0,30.12
SC0,14/04/2023,19:45,Ross County,Aberdeen,0,1,A,0,1,A,E Anderson,14,11,4,1,8,12,10,2,1,2,0,31.12
SC0,09/04/2023,12:00,Dundee United,Hibernian,2,1,H,1,0,H,D Munro,10,14,3,3,10,15,0,4,0,2,0,30.12
SC0,08/04/2023,12:30,Celtic,Rangers,3,2,H,1,1,D,K Clancy,9,8,7,3,19,12,4,3,4,2,0,0
SC0,08/04/2023,15:00,Aberdeen,Kilmarnock,2,0,H,1,0,H,D Robertson,13,16,3,2,12,5,5,8,1,1,0,30.12
SC0,08/04/2023,15:00,Hearts,St Mirren,0,2,A,0,0,D,M MacDermid,16,15,2,3,11,15,6,8,2,3,1,30.12
SC0,08/04/2023,15:00,Motherwell,Livingston,3,0,H,3,0,H,G Irvine,11,11,6,2,16,6,4,2,1,1,0,30.12
SC0,08/04/2023,15:00,St Johnstone,Ross County,0,2,A,0,1,A,A Muir,15,13,2,4,16,17,7,5,2,3,0,30.12
SC0,02/04/2023,12:00,Ross County,Celtic,0,2,A,0,1,A,W Collum,8,28,2,9,7,6,2,9,0,0,0,30.12
SC0,01/04/2023,15:00,Hibernian,Motherwell,1,3,A,0,1,A,G Grainger,11,17,3,5,12,7,6,5,3,1,0,30.12
SC0,01/04/2023,15:00,Kilmarnock,Hearts,2,1,H,2,1,H,E Anderson,17,10,4,3,12,15,2,5,2,2,1,30.12
SC0,01/04/2023,15:00,Rangers,Dundee United,2,0,H,1,0,H,D Robertson,28,9,7,4,11,8,10,2,1,1,0,30.12
SC0,01/04/2023,15:00,St Johnstone,Aberdeen,0,1,A,0,1,A,C Steven,14,12,6,3,6,8,7,7,3,2,1,31.12
SC0,01/04/2023,15:00,St Mirren,Livingston,3,0,H,3,0,H,J Beaton,15,13,7,3,11,11,4,9,1,3,0,30.12
SC0,18/03/2023,12:30,Motherwell,Rangers,2,4,A,1,1,D,N Walsh,3,28,2,10,9,12,1,3,1,1,1,30.12
SC0,18/03/2023,15:00,Aberdeen,Hearts,3,0,H,3,0,H,D Dickinson,22,8,6,0,12,10,7,7,3,3,0,30.12
SC0,18/03/2023,15:00,Celtic,Hibernian,3,1,H,0,1,A,S McLean,35,3,9,1,6,7,15,0,1,3,0,31.12
SC0,18/03/2023,15:00,Dundee United,St Mirren,1,1,D,1,0,H,C Napier,11,16,2,3,11,9,1,4,1,1,0,30.12
SC0,18/03/2023,15:00,Kilmarnock,St Johnstone,1,1,D,1,0,H,C Graham,14,9,4,2,10,21,9,5,3,5,0,30.12
SC0,18/03/2023,15:00,Livingston,Ross County,2,1,H,2,0,H,W Collum,13,11,7,1,8,17,8,6,3,1,0,30.12
SC0,08/03/2023,19:45,Celtic,Hearts,3,1,H,1,1,D,A Muir,11,5,3,3,6,9,7,3,0,2,0,30.12
SC0,08/03/2023,19:45,Hibernian,Rangers,1,4,A,1,2,A,D Robertson,4,31,1,11,15,5,3,7,2,0,0,30.12
SC0,08/03/2023,19:45,Livingston,Dundee United,1,1,D,1,0,H,M MacDermid,17,6,4,1,10,16,4,6,1,6,0,30.12
SC0,05/03/2023,12:00,St Mirren,Celtic,1,5,A,1,0,H,D Dickinson,1,16,1,8,14,7,0,6,1,0,1,30.12
SC0,04/03/2023,15:00,Hearts,St Johnstone,3,0,H,1,0,H,S McLean,12,15,7,5,7,8,8,7,0,0,0,30.12
SC0,04/03/2023,15:00,Livingston,Hibernian,1,4,A,1,2,A,C Graham,9,12,1,7,10,15,4,3,3,3,1,30.12
SC0,04/03/2023,15:00,Rangers,Kilmarnock,3,1,H,3,0,H,W Collum,21,3,8,2,19,13,7,4,1,2,0,30.12
SC0,04/03/2023,15:00,Ross County,Motherwell,0,2,A,0,0,D,D Robertson,17,13,6,3,14,10,9,4,0,2,1,30.12
SC0,04/03/2023,18:00,Dundee United,Aberdeen,1,3,A,0,0,D,J Beaton,24,9,6,4,10,5,10,5,2,3,0,30.12
SC0,25/02/2023,15:00,Aberdeen,Livingston,1,0,H,1,0,H,D Munro,12,6,2,1,11,11,8,8,0,3,0,30.12
SC0,25/02/2023,15:00,Kilmarnock,Motherwell,1,1,D,1,0,H,A Muir,8,13,3,7,17,15,4,6,3,3,0,30.12
SC0,25/02/2023,15:00,Ross County,Dundee United,4,0,H,2,0,H,S McLean,22,9,11,3,11,10,3,2,2,2,0,30.12
SC0,25/02/2023,15:00,St Johnstone,St Mirren,1,1,D,0,0,D,C Napier,7,21,2,5,8,8,5,2,1,0,1,30.12
SC0,19/02/2023,12:00,Motherwell,Hearts,2,0,H,1,0,H,D Robertson,13,13,3,3,14,8,5,9,1,1,0,30.12
SC0,18/02/2023,15:00,Celtic,Aberdeen,4,0,H,2,0,H,W Collum,20,5,10,0,13,6,8,0,0,0,0,30.12
SC0,18/02/2023,15:00,Dundee United,St Johnstone,1,2,A,0,1,A,K Clancy,19,9,4,5,7,12,11,6,2,2,0,30.12
SC0,18/02/2023,15:00,Hibernian,Kilmarnock,2,0,H,1,0,H,J Beaton,20,9,11,3,12,7,8,4,1,0,0,31.12
SC0,18/02/2023,15:00,Livingston,Rangers,0,3,A,0,1,A,D Dickinson,6,13,1,8,15,8,2,9,2,1,1,30.12
SC0,18/02/2023,15:00,St Mirren,Ross County,1,0,H,1,0,H,G Grainger,19,10,5,2,8,9,10,8,0,1,0,31.12
SC0,15/02/2023,19:45,Motherwell,St Mirren,2,1,H,2,1,H,J Beaton,7,10,4,4,7,20,3,2,2,4,0,30.12
SC0,05/02/2023,12:00,St Johnstone,Celtic,1,4,A,1,3,A,D Dickinson,6,12,2,4,5,11,3,4,2,2,1,30.12
SC0,04/02/2023,15:00,Aberdeen,Motherwell,3,1,H,1,0,H,K Clancy,12,4,7,1,9,18,9,2,4,3,0,30.12
SC0,04/02/2023,15:00,Hearts,Dundee United,3,1,H,0,1,A,N Walsh,19,10,7,2,13,11,10,3,3,2,1,31.12
SC0,04/02/2023,15:00,Livingston,Kilmarnock,3,1,H,3,0,H,C Steven,12,9,7,3,16,13,5,5,2,2,0,30.12
SC0,04/02/2023,15:00,Rangers,Ross County,2,1,H,1,0,H,E Anderson,26,10,7,3,8,9,4,6,4,2,0,30.12
SC0,04/02/2023,15:00,St Mirren,Hibernian,0,1,A,0,0,D,M MacDermid,8,9,3,3,13,6,5,4,1,2,0,30.12
SC0,01/02/2023,19:45,Aberdeen,St Mirren,1,3,A,0,0,D,G Irvine,6,22,2,6,11,11,2,11,4,2,1,30.12
SC0,01/02/2023,19:45,Celtic,Livingston,3,0,H,3,0,H,N Walsh,15,6,5,0,11,5,8,0,1,1,0,30.12
SC0,01/02/2023,19:45,Hearts,Rangers,0,3,A,0,2,A,J Beaton,6,20,2,9,7,11,1,7,3,3,0,30.12
SC0,01/02/2023,19:45,Kilmarnock,Dundee United,1,0,H,1,0,H,M MacDermid,26,7,5,3,9,8,7,2,1,3,0,30.12
SC0,01/02/2023,19:45,Motherwell,St Johnstone,0,2,A,0,1,A,D Robertson,5,12,1,4,15,10,1,3,2,1,0,30.12
SC0,31/01/2023,19:45,Ross County,Hibernian,1,1,D,0,1,A,G Grainger,11,12,2,3,10,11,3,3,3,4,0,30.12
SC0,29/01/2023,13:30,Livingston,Hearts,0,0,D,0,0,D,A Muir,5,8,4,5,16,15,1,5,0,2,0,30.12
SC0,29/01/2023,16:00,Dundee United,Celtic,0,2,A,0,0,D,D Robertson,4,18,2,6,7,12,1,3,2,0,0,30.12
SC0,28/01/2023,15:00,Hibernian,Aberdeen,6,0,H,3,0,H,C Napier,12,11,8,0,17,12,6,9,2,3,0,31.12
SC0,28/01/2023,15:00,Rangers,St Johnstone,2,0,H,1,0,H,W Collum,20,4,11,1,16,11,9,3,3,3,0,31.12
SC0,28/01/2023,15:00,Ross County,Kilmarnock,3,0,H,1,0,H,C Graham,10,18,5,3,19,12,0,5,1,1,0,30.12
SC0,28/01/2023,15:00,St Mirren,Motherwell,1,0,H,1,0,H,J Beaton,9,8,2,2,14,11,6,5,3,2,0,30.12
SC0,18/01/2023,19:45,Celtic,St Mirren,4,0,H,2,0,H,S McLean,17,9,6,3,5,5,8,2,0,0,0,30.12
SC0,18/01/2023,19:45,Hearts,Aberdeen,5,0,H,4,0,H,W Collum,12,9,6,2,18,15,3,8,1,1,0,30.12
SC0,18/01/2023,20:00,Kilmarnock,Rangers,2,3,A,1,1,D,K Clancy,10,13,5,7,12,15,3,4,1,2,1,30.12
SC0,14/01/2023,15:00,Hibernian,Dundee United,2,2,D,1,2,A,C Steven,16,12,6,4,10,8,3,6,2,3,0,30.12
SC0,14/01/2023,15:00,Motherwell,Ross County,1,1,D,0,0,D,D Dickinson,11,12,3,5,15,9,7,3,2,3,0,30.12
SC0,14/01/2023,15:00,St Johnstone,Livingston,2,4,A,0,3,A,J Beaton,15,11,5,5,13,10,5,3,1,1,0,30.12
SC0,13/01/2023,19:45,Hearts,St Mirren,1,0,H,1,0,H,D Munro,12,19,3,4,8,13,5,5,2,4,0,30.12
SC0,08/01/2023,13:30,Motherwell,Hibernian,2,3,A,0,1,A,D Munro,13,10,3,4,12,9,5,2,2,1,0,30.12
SC0,08/01/2023,16:00,Dundee United,Rangers,0,2,A,0,0,D,S McLean,6,20,1,10,4,2,1,7,1,0,0,30.12
SC0,07/01/2023,15:00,Aberdeen,St Johnstone,2,0,H,0,0,D,E Anderson,16,10,7,1,12,11,9,2,0,3,0,30.12
SC0,07/01/2023,15:00,Celtic,Kilmarnock,2,0,H,1,0,H,N Walsh,24,2,10,0,9,11,4,3,0,0,0,30.12
SC0,07/01/2023,15:00,Ross County,Livingston,0,2,A,0,0,D,W Collum,10,12,2,5,8,7,4,4,0,1,0,30.12
SC0,07/01/2023,15:00,St Mirren,Hearts,1,1,D,1,0,H,C Graham,13,10,5,3,18,7,3,4,2,2,1,30.12
SC0,02/01/2023,12:30,Rangers,Celtic,2,2,D,0,1,A,J Beaton,15,8,5,2,11,13,5,4,1,1,0,30.12
SC0,02/01/2023,15:00,Aberdeen,Ross County,0,0,D,0,0,D,M MacDermid,22,7,6,1,5,12,11,1,0,4,0,30.12
SC0,02/01/2023,15:00,Hearts,Hibernian,3,0,H,2,0,H,K Clancy,9,14,5,4,10,14,3,4,2,3,0,30.12
SC0,02/01/2023,15:00,Kilmarnock,St Mirren,0,0,D,0,0,D,G Irvine,12,6,3,0,8,11,6,4,2,3,0,31.12
SC0,02/01/2023,15:00,Livingston,Motherwell,1,1,D,1,1,D,D Munro,11,16,6,5,8,15,5,4,3,2,0,30.12
SC0,02/01/2023,15:00,St Johnstone,Dundee United,0,1,A,0,0,D,G Grainger,8,10,2,2,13,8,3,2,3,1,0,30.12
SC0,28/12/2022,19:45,Dundee United,Ross County,3,0,H,1,0,H,C Graham,11,8,6,0,12,10,3,2,2,0,0,31.12
SC0,28/12/2022,19:45,Kilmarnock,Aberdeen,2,1,H,2,0,H,D Robertson,17,9,4,2,12,11,2,6,2,2,0,30.12
SC0,28/12/2022,19:45,Livingston,St Mirren,1,1,D,0,0,D,S McLean,8,16,3,4,8,17,4,5,1,2,1,31.12
SC0,28/12/2022,19:45,Rangers,Motherwell,3,0,H,2,0,H,D Dickinson,19,6,10,2,8,14,7,7,2,3,0,30.12
SC0,28/12/2022,19:45,St Johnstone,Hearts,2,3,A,0,2,A,W Collum,15,16,3,3,14,7,4,11,4,1,0,30.12
SC0,28/12/2022,20:00,Hibernian,Celtic,0,4,A,0,2,A,A Muir,6,20,1,7,9,7,5,14,0,0,0,30.12
SC0,24/12/2022,12:30,Celtic,St Johnstone,4,1,H,3,0,H,K Clancy,20,7,10,3,12,4,9,1,2,1,1,30.12
SC0,24/12/2022,12:30,St Mirren,Aberdeen,3,1,H,1,1,D,N Walsh,16,11,4,5,16,8,8,5,4,1,0,31.12
SC0,24/12/2022,14:00,Dundee United,Hearts,2,2,D,1,1,D,C Steven,11,14,6,3,15,8,6,9,4,2,0,30.12
SC0,24/12/2022,14:00,Hibernian,Livingston,4,0,H,3,0,H,C Napier,27,8,11,3,13,14,9,1,2,4,0,31.12
SC0,23/12/2022,19:30,Ross County,Rangers,0,1,A,0,1,A,D Robertson,6,17,1,6,17,6,0,4,2,1,0,30.12
SC0,23/12/2022,19:45,Motherwell,Kilmarnock,2,2,D,1,0,H,J Beaton,15,3,4,2,15,12,13,1,2,0,0,31.12
SC0,21/12/2022,19:45,Celtic,Livingston,2,1,H,2,1,H,E Anderson,23,3,10,2,10,8,10,1,2,3,0,30.12
SC0,20/12/2022,20:00,Aberdeen,Rangers,2,3,A,1,1,D,W Collum,8,14,2,8,8,13,3,5,5,5,0,30.12
SC0,17/12/2022,12:30,Aberdeen,Celtic,0,1,A,0,0,D,S McLean,2,33,0,10,8,8,0,7,1,0,0,30.12
SC0,17/12/2022,15:00,Hearts,Kilmarnock,3,1,H,2,0,H,W Collum,13,14,5,5,17,17,7,2,1,1,0,30.12
SC0,17/12/2022,15:00,Ross County,St Johnstone,1,2,A,1,0,H,G Grainger,3,21,1,7,9,8,0,6,1,1,1,30.12
SC0,15/12/2022,20:00,Rangers,Hibernian,3,2,H,1,2,A,N Walsh,22,8,9,5,10,10,8,4,1,3,0,30.12
SC0,12/11/2022,12:30,St Mirren,Rangers,1,1,D,0,0,D,K Clancy,10,14,3,4,13,11,6,5,2,1,0,30.12
SC0,12/11/2022,15:00,Celtic,Ross County,2,1,H,0,0,D,D Munro,22,2,7,2,14,5,9,0,1,4,0,30.12
SC0,12/11/2022,15:00,Hearts,Livingston,1,1,D,0,0,D,C Napier,15,18,6,7,9,10,11,6,1,1,1,30.12
SC0,12/11/2022,15:00,Kilmarnock,Hibernian,1,0,H,0,0,D,D Dickinson,6,15,1,1,12,13,0,5,2,3,0,30.12
SC0,12/11/2022,15:00,St Johnstone,Motherwell,1,1,D,1,1,D,N Walsh,10,12,3,3,11,20,8,4,2,4,0,30.12
SC0,12/11/2022,18:00,Aberdeen,Dundee United,1,0,H,1,0,H,W Collum,9,6,2,2,11,12,3,3,1,0,0,30.12
SC0,09/11/2022,19:45,Dundee United,Kilmarnock,4,0,H,3,0,H,G Irvine,7,16,6,0,13,7,3,4,0,1,0,30.12
SC0,09/11/2022,19:45,Motherwell,Celtic,1,2,A,0,1,A,W Collum,7,16,2,3,7,11,5,10,2,1,0,30.12
SC0,09/11/2022,19:45,Rangers,Hearts,1,0,H,0,0,D,J Beaton,17,7,6,0,9,7,7,5,3,1,0,30.12
SC0,09/11/2022,19:45,St Mirren,St Johnstone,2,2,D,1,1,D,E Anderson,11,8,4,2,9,7,6,3,4,3,0,31.12
SC0,08/11/2022,19:45,Hibernian,Ross County,0,2,A,0,1,A,A Muir,21,6,4,3,10,19,4,3,1,3,0,30.12
SC0,08/11/2022,19:45,Livingston,Aberdeen,2,1,H,2,0,H,N Walsh,8,24,3,10,11,9,7,8,4,3,0,30.12
SC0,06/11/2022,12:00,St Johnstone,Rangers,2,1,H,1,0,H,S McLean,11,29,3,7,7,13,0,20,2,0,0,30.12
SC0,06/11/2022,15:00,Hearts,Motherwell,3,2,H,1,0,H,K Clancy,15,18,7,5,8,15,6,11,2,3,1,30.12
SC0,05/11/2022,15:00,Celtic,Dundee United,4,2,H,2,1,H,D Dickinson,24,6,12,3,9,9,11,2,3,2,0,30.12
SC0,05/11/2022,15:00,Ross County,St Mirren,3,2,H,1,2,A,J Beaton,10,11,4,4,9,13,7,5,2,3,0,30.12
SC0,04/11/2022,19:30,Aberdeen,Hibernian,4,1,H,1,0,H,D Munro,7,17,6,6,10,7,5,4,2,2,0,30.12
SC0,04/11/2022,19:45,Kilmarnock,Livingston,2,3,A,2,1,H,C Steven,13,10,4,4,13,12,5,4,3,3,0,30.12
SC0,30/10/2022,12:00,Livingston,Celtic,0,3,A,0,1,A,W Collum,4,16,2,6,15,15,0,4,2,3,0,30.12
SC0,30/10/2022,15:00,Ross County,Hearts,1,2,A,1,2,A,D Dickinson,15,12,7,3,11,4,6,1,3,2,0,30.12
SC0,29/10/2022,15:00,Dundee United,Motherwell,0,1,A,0,1,A,J Beaton,10,9,3,2,13,14,10,5,0,1,1,30.12
SC0,29/10/2022,15:00,Hibernian,St Mirren,3,0,H,1,0,H,D Robertson,16,11,4,3,12,16,6,6,2,3,0,30.12
SC0,29/10/2022,15:00,Rangers,Aberdeen,4,1,H,2,1,H,N Walsh,36,5,13,1,9,12,13,4,0,3,0,30.12
SC0,29/10/2022,15:00,St Johnstone,Kilmarnock,1,0,H,1,0,H,C Napier,8,7,2,2,15,10,3,6,5,1,0,30.12
SC0,22/10/2022,12:30,Hearts,Celtic,3,4,A,1,1,D,N Walsh,15,11,7,6,9,15,3,6,2,1,0,30.12
SC0,22/10/2022,15:00,Kilmarnock,Ross County,1,0,H,1,0,H,C Steven,11,10,6,4,9,9,5,7,2,2,0,30.12
SC0,22/10/2022,15:00,Motherwell,Aberdeen,1,2,A,0,1,A,E Anderson,12,7,4,3,14,8,4,0,3,2,0,30.12
SC0,22/10/2022,15:00,Rangers,Livingston,1,1,D,0,1,A,D Munro,24,5,3,1,9,12,14,1,2,2,0,31.12
SC0,22/10/2022,15:00,St Mirren,Dundee United,2,1,H,1,0,H,G Irvine,15,10,2,3,19,5,6,6,1,1,0,30.12
SC0,21/10/2022,19:30,Hibernian,St Johnstone,1,2,A,1,0,H,K Clancy,15,7,5,5,17,10,1,1,4,1,1,30.12
SC0,16/10/2022,12:00,Motherwell,Rangers,1,2,A,0,0,D,D Dickinson,5,7,2,4,15,18,3,3,3,4,0,30.12
SC0,16/10/2022,15:00,Aberdeen,Hearts,2,0,H,0,0,D,D Robertson,16,13,5,3,11,16,4,1,3,3,0,30.12
SC0,15/10/2022,15:00,Celtic,Hibernian,6,1,H,3,0,H,S McLean,20,9,9,5,17,7,7,2,1,0,0,30.12
SC0,15/10/2022,15:00,Livingston,St Johnstone,1,0,H,1,0,H,K Clancy,14,10,4,3,20,18,8,2,3,3,0,30.12
